#simptom;ime;godina;pol;rasa;ver
chronic_glaucoma;double vision;45-59;zensko;black;0.054
chronic_glaucoma;double vision;45-59;musko;hispanic;0.025
chronic_glaucoma;double vision;45-59;zensko;hispanic;0.025
chronic_glaucoma;double vision;45-59;musko;white;0.032
chronic_glaucoma;double vision;45-59;zensko;white;0.032
chronic_glaucoma;double vision;45-59;musko;other;0.05
chronic_glaucoma;double vision;45-59;zensko;other;0.05
chronic_glaucoma;double vision;60-74;musko;black;0.117
chronic_glaucoma;double vision;60-74;zensko;black;0.117
chronic_glaucoma;double vision;60-74;musko;hispanic;0.054
chronic_glaucoma;double vision;60-74;zensko;hispanic;0.054
chronic_glaucoma;double vision;60-74;musko;white;0.07
chronic_glaucoma;double vision;60-74;zensko;white;0.07
chronic_glaucoma;double vision;60-74;musko;other;0.109
chronic_glaucoma;double vision;60-74;zensko;other;0.109
chronic_glaucoma;double vision;75;musko;black;0.148
chronic_glaucoma;double vision;75;zensko;black;0.148
chronic_glaucoma;double vision;75;musko;hispanic;0.069
chronic_glaucoma;double vision;75;zensko;hispanic;0.069
chronic_glaucoma;double vision;75;musko;white;0.089
chronic_glaucoma;double vision;75;zensko;white;0.089
chronic_glaucoma;double vision;75;musko;other;0.139
chronic_glaucoma;double vision;75;zensko;other;0.139



